productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3
B000A1CLVK,"Britax Boulevard Convertible Car Seat, Park Avenue",A1CV5YQEA9B5KS,0/0,5.0,1219622400,"We love this seat! We liked this so much, we bought another one for our second child and will be purchasing a third one for our new baby. My kids were in this seat by 3 months old. It is easy to install, easy to latch and looks so comfortable for my kids. They usually fall fast asleep in them. After reading the consumer reports and seeing how safe these seats are, I recommended this seat to all of my friends. Everyone seems very happy with their decision to purchase this seat. You spend a little more money but I feel like my kids are really safe.",baby products,car seats accessories,car seats
B000EMJAL4,The First Years Compass B505 Adjustable Folding Booster Seat,A15B0DSTXFGJI3,0/0,5.0,1318723200,"This is a well designed and quality seat. I would recommend this chair. I cannot think of one thing I would change on this booster seat, which normally on a product review I would have a few changes in mind.",baby products,car seats accessories,car seats
B000G7YM06,Sunshine Kids Radian65 Convertible Car Seat - Champagne,A2Z2XU8J4CX6AU,5/7,2.0,1211846400,"We bought two of these seats for our kids after much research. They are very solidly built, durable, and I believe they are very safe when used properly. The problem is installation. Our cars don't have LATCH systems and it is next to impossible to install these securely with the shoulder belt. I typically have to wrestle with each one for 20-40 minutes, often injuring my back and fingers to get them securely into our '92 Accord. Using the tether helps but it's very difficult to get the the shoulder/lap belt tight enough to minimize play, even using the locking clips.They simply will not fit safely in our '93 Corolla. Even the LATCH installations can be quite difficult in the rental cars we've used. The straps can also be quite difficult to adjust--they seem to get stuck underneath. I would love to give these a much higher rating but installation is so difficult that it can seriously compromise safety, not to mention usability.",baby products,car seats accessories,car seats
B000IZ35H2,"Britax Roundabout Convertible Car Seat, New Denim",A12N9ORHN5HHEH,1/1,5.0,1238544000,"We're so happy with this carseat! It is way easy to install. We have an Eddie Bauer for our 3 year old and bought this seat for our 10 month old. The Britax is just all around BETTER! Now I want to get our 3 year old a new car seat. Great product, definitely worth the price!",baby products,car seats accessories,car seats
B000099Z9K,Cosco Alpha Omega Elite Convertible Car Seat,A2SE4QRBRFFZZZ,3/4,2.0,1107475200,"I bought this seat when my 5 month old grew out of his infant carrier. I felt like I spent a lot of money on that and he barely used it, so I wanted to get something that could last a long time and wasn't too expensive. It was pretty uncomfortable for my guy when he was little,--he kinda flopped around--but I thought he'll grow into it. Fast forward--Now my son is 21 months and I can't stand this seat! The straps are constantly twisted and I don't always have 5 minutes to unravel them. Plus the harness is soooo hard to get latched when you have a toddler who is throwing a fit--which, unfortunately, happens from time to time. This week put me over the limit--he was having a meltdown and arching his back and I just couldn't get him latched in. When I finally got him secured, I started thinking how the straps were totally twisted and how dangerous it was. Soooo, I just purchased a Britax Husky after much research. I went to the store and had my kid sit in the Marathon, and realized the Husky would be a better fit. More expensive, yes--but really what is important? What I decided was my kid was worth the extra $50+.",baby products,car seats accessories,car seats
B000G7YM06,Sunshine Kids Radian65 Convertible Car Seat - Champagne,A2X0LLXS1A079Z,3/3,5.0,1275091200,"After surviving a high speed rear end hit from behind while were were stopped in traffic on the highway, I felt good knowing that my children (10 mo. and two) were in nice, solid car seats. They were uninjured and the next day I ordered the exact same car seats again.My husband and I also took these cross country via airplane twice and although they weren't the lightest to carry, I again felt good that they were made of tough metal inside and not just cheap plastic. The folding feature is very helpful for travel.",baby products,car seats accessories,car seats
B000F1MK20,Evenflo Embrace Infant Car Seat Base Silver,A19DOP06UEYLWH,1/2,4.0,1134518400,This is a great base easy to install. I bought one for my car and my parents has bought one.,baby products,car seats accessories,car seats
B000IZ35H2,"Britax Roundabout Convertible Car Seat, New Denim",A2CL4QISHSXJW0,0/0,4.0,1219449600,"Seat is good, belt is a little tight for my daughter's thighs and she's tiny (~3%tile in weight)",baby products,car seats accessories,car seats
B000099Z9G,Eddie Bauer Infant Car Seat tan,unknown,0/0,5.0,1082073600,This has been one of the best Carseats! I had a Graco that was recalled and I replaced it with this. The cover washes so well and the seat is large enough so that it can be used over 20lbs. (22 lbs is the weight limit) My daughter is 11 mos old and has a small frame so I am glad to have her still rear facing. I would recomend this seat to any person with a new baby.,baby products,car seats accessories,car seats
B000IZ35H2,"Britax Roundabout Convertible Car Seat, New Denim",A1059JGX2ZYX00,0/0,5.0,1212969600,"We got a deal on this product! I knew the brand was known for quality and I researched this item, got great reviews. I am very happy with the extra money spent for the brand. Bought for my then 7 month old son who was not happy in his seat. This seat is great rear facing, reclines for when they are tired or sits nice and upright when they are awake and want to see around and out windows. Latches are so easy to use! Also I like how set up for seatbelt use too. I already had a car seat 'noodle', one of those foamy round pieces that go under a car seat to level it out alittle. I kept and use for this seat too.Has been easy to clean. Have not washed yet. Material very soft! Bought this creamy tan color in anticipation of our hot AZ summers hoping it would reduce seat heat. So far so good.",baby products,car seats accessories,car seats
B000F1QRII,Britax Companion Infant Car Seat Onyx,A1K8XYIN64JZJZ,3/3,4.0,1217116800,"We bought this seat after weeks of comparison shopping and have used it for our son for 8 months; he is now in the Britax Boulevard. The base attached VERY securely in the car thanks to the rebound bar ... this was the decision maker for us ... this seat wasn't wiggling anywhere! The seat truly is perfection except the chest clip. The chest clip does not snap together like most others. This clip has a shoulder strap that is permanently in place and the other shoulder strap slides into the other side of the clip. At 6 months my son was able to pull on the clip and the shoulder strap would slip right out. Just recently he was able to pull the shoulder strap loose and wiggle his shoulder out from under the strap! And no, the shoulder straps were not lose ... he was snug in his seat. The only reason we moved him into the Boulevard at 8 months was because of this ... otherwise he still fit nicely in this seat still. Otherwise ... this seat would be perfect!",baby products,car seats accessories,car seats
B000K53TFI,Eddie Bauer Portable Car Seat B Collection,A13LXDFR35K3IR,2/2,3.0,1183680000,I have a 13 month old child. This seat was excellent for the taxi ride (20-30mins) to/from the airport. I would not use it for long trips in my car b/c it didn't ever feel tight enough for long enough where a bump on the road or a wiggling little boy couldn't get it dangerously loose. It might have just been my kind of car b/c it seemed tighter in the taxi. You can't use it on the plane either. I was happy that it was small and portable. It fit in the front pocket of my suitcase. I'll definitely take it to NYC with me for short taxi rides there. I am amazed that it passes all the safety regulations for a legitimate car seat!,baby products,car seats accessories,car seats
B000099Z9K,Cosco Alpha Omega Elite Convertible Car Seat,A2C0SWRW3355W5,1/4,1.0,1075766400,"I had this seat for 3 weeks and thought it looked so comfortable for my 9 month old. It was also nice looking. However, when my tiny 109 lb. 5'3&quot; mother(hardly capable of the brute strength it takes to break a sturdy part), was putting my baby in her carseat, the plastic piece that the shoulder straps go through(across the chest) before buckling, just broke. It broke around the hole that the left strap threaded through. If it broke in my mother's delicate hands, WHAT WOULD HAPPEN IF MY BABY HAD BEEN IN AN IMPACT IN THIS SEAT?!!!!! When we called Cosco to try to get a refund, all they offered was a replacement piece. The cust. serv. lady said that the piece isn't really necessary. I ask, why is the piece on the carseat if it is not necessary? After arguing with her, she finally admitted that this piece being broken does lessen the effectiveness of the carseat and increases my baby's chances of injury. Cosco still would not offer to refund the money I paid (I have the original receipt)for the carseat and only offered to send the replacement part via 2 day mail. You'd think they would atleast offer to overnight it, considering I explained to her that it is the only carseat I have and my baby has had to ride in it with this part broken. I will not be exchanging this seat for another Alpha Omega. If the part broke, a replacement part will be of the same poor quality and my baby's life is worth ALOT more than that. BY THE WAY",baby products,car seats accessories,car seats
B0007TJVQ8,"Graco Snugride Infant Car Seat, Metropolitan",A1DUW51JN509QC,0/2,2.0,1217203200,"This is my first review on Amazon, because I felt compelled to share my thoughts on this product. I am a first time mom and did a lot of research on car seats.This one seemed to get good marks . The positives",baby products,car seats accessories,car seats
B000QB5026,Dark Chocolate Caramels,A16E5A5ISVJV5P,0/0,4.0,1271635200,"i like them but not the best i tasted,nice box good for the office table",grocery gourmet food,candy chocolate,caramels
B0007OPWDE,COW Tales Vanilla 36ct,A2NY6T1D0VRFT4,0/0,5.0,1327363200,Cow tales are really hard to find unless you order them online. I stumbled across a pack of these recently and I've been hooked ever since. The caramel and vanilla cream go perfectly together. The caramel is really soft and the vanilla cream center is delicious. I love that these are eligible for free shipping. It's worth it considering the weight of each pack. Order a pack of these and you will not be disappointed.,grocery gourmet food,candy chocolate,caramels
B000HM503S,"Brach's Milk Maid Caramels, 5-Pounds Bag",A2J7KY7VFCIUFM,0/0,1.0,1343260800,"On May 24th, I bought this item for $28.99. Today, the price for the same product is $58.89. I have no idea how they can justify doubling the price overnight, but if you pay the $58 you are paying way too much.As to the product itself, the caramels are tasty and everybody likes them, but the last box they sent was stale.Time to look for a new source.",grocery gourmet food,candy chocolate,caramels
B00005LDWH,Alibi,A366AYAZT4UH4G,26/27,5.0,1009238400,"If you like murder mystery games, this one goes far beyond Clue. Be the first to get the correct answers to score the most points. This is a great game for a group of people or for just three. It is similar to Clue in concept but without the board. It is also more involved because you try to discover more information (such as time of day, location, murderer, motive, etc.) Even when it is not your turn, you can pick up information from noticing not only other players questions and answers, but which players are asking and answering. As in Clue, one person announces when they decide they have figured everything out. But, in Alibi, everyone then makes their best guesses and everyone may earn some points. It can be an addictive game and I have yet to find someone who has played that did not like it. It is small enough to be easily carried and interesting enough for any group of people. Also, it can be adapted to different types of players. Use a simpler version with children and a more complicated version with more sophisticated players. If you like games, this would be an excellent addition to your collection.",toys games,games,card games
B00000IV95,Quiddler,A13YEV0INF38CS,17/18,5.0,973555200,"We've been playing this game for about 18 months now, and it's still as popular as ever with us. We're a family of 5, with the youngest playing since he was six years old - and winning more often than I thought he could! And of course, we've all had our vocabularies expanded without trying, but we haven't let on that this is an educational game. Folks who aren't confident in their vocabulary, don't despair! Two- and three-letter words can win the game as well as much larger words. If you like Perquacky, Scrabble, and that sort, you'll love this much-more-portable word game.",toys games,games,card games
B00000IV35,Five Crowns,A126HTDQ8Y0XUX,1/1,5.0,1223942400,"This takes a bit of practice to learn, but after a few hands, it's a great card game for playing and visiting at the same time and works wonderfully over the generations - young to wise.",toys games,games,card games
B000P3I27K,Hit Or Miss Game,A14ZC2HZG93ZWC,0/1,5.0,1263859200,"We received this game as a gift, and have found that it was a great game! We played it with a range of ages, and the answers all depend on the mindset of the person answering! There are plenty of laughs, and anyone can play. I will go as far to say that this game is great for anyone who can read and write. It makes you think different, and each and every time that you play you get a different result! This will be a staple in our home for years to come!",toys games,games,card games
B00005UNAV,Lost Cities,A32C4MMH4CWG7C,7/9,5.0,1173312000,"Lost Cities has captivated my wife and me-- we play almost every other day. The game certainly deserves its accolades, including ""Best Game for Couples,"" by Real Simple (which is how we discovered it). The gameplay is extremely straightforward (imagine two player competitive solitaire)-- it only took about 10 minutes for us to get going, and we haven't stopped since. As you become more experienced, the game will become very strategic, with elements of deception and sabotage. It's great as an after-dinner game, and it'll feed your appetite for puzzles, competition, and entertainment.",toys games,games,card games
B00008O0Y6,Peanuts Edition UNO Card Game,A1GS1EX68K53ZS,1/1,5.0,1214784000,I purchased this toy for my cousin. She loves it so much se hosted a uno. card party with them.,toys games,games,card games
B00009ENCA,International Playthings iPlay Dinosaur Card Game,AFZ3L7UFUFUOB,2/2,4.0,1294963200,This is a version of a matching memory game. Our grandkids loved this and beat us playing every time. It is as durable as any card game and larger in size than a standard deck. This is helpful for small hands. I have noticed that they used it a lot and learned a lot at first but don't play it so much any more. That more be because of the phase they are in than the game. I think they will come back to it periodically.,toys games,games,card games
B00000DMFS,Slamwich,A3J1IDYOKRHVU9,1/1,5.0,1298678400,"This was a family favorite when I was younger, so, to be able to pass it along to the next generation is pretty rad. We play it on family game night and it's pretty popular. It's also fun when you want to play a game really fast and without too much work, like setting up a board, tallying scores, etc. We always end up laughing about when we were first trying it out and kept shouting the wrong thing or getting slap happy. I was sad to see the cards were smaller than the original set my family has, but it is still a great game.",toys games,games,card games
B000P10PF4,Original Krypto,A1V8TG0F80FEJ6,0/1,4.0,1290902400,"Got this item as a gift for my brother who loves this type of stuff. An offical ""krypto"" deck is hard to find. Gave the durability a medicore score because my brother thought he should teach some 4 year olds how to play the game...and preschoolers will be preschoolers. But for normal, responible people this will be fine.",toys games,games,card games
B00000IV34,Set,AK8LRQAMSE3I7,0/0,5.0,1323129600,"The game was difficult to understand at first. When we finally understood the directions, we had a great time. It takes practice to get good at it.",toys games,games,card games
B00005UNAV,Lost Cities,A3237H7413W3CK,0/1,4.0,1326931200,"I bought this game to play with my husband. We take it with us when we go out to dinner and usually finish a round or two before our meal arrives. It's a very light game and is easy to pick up on. The box is small enough to fit in my purse. The board is a little large (I'd guess 8"" x 24""), but we easily make room on the table for it.",toys games,games,card games
B00004SDAP,Mille Bornes Collectors Edition,A3AQXI5GR9C0QM,0/0,5.0,1303084800,Mille Bornes is a classic card game that involves timing and a sense of humour. A great card game for family and friends alike. A wonderful diversion from video games and fantasic game for travel stops.Help bring back family time...play this game!!!,toys games,games,card games
B0006HCVYU,Modern Art,A2FSDCYJ5TCB6U,13/13,5.0,1170720000,"This is a game of buying and selling art at auctions. Every player is a gallerist or museum collector who has a ""hand"" of paintings (cards) to sell. Every turn has an auction for one or more paintings. The paintings themselves are ludicrously bad. The whole game plays like a big send-up of the contemporary art world. A ""market"" for a priviously unknown artist named ""Lite Metal"" will suddenly appear in a given ""auction season"". Lite metal's work may skyrocket in value that season, only to collapse in the next season, if Lite Metal has inexplicably become ""so last year"". Or, depending on players' hands, Lite Metal's work may continue to appreciate season after season, to undreamed of values, making some players fabulously rich!When I first played this I had the impression that aggressive bidding for art was they key to success. Then it became very obvious that it was a disasterous strategy. Then I discovered that sometimes aggressive bidding was useful. It all depands on who you are bidding aginst, and whether they are modest or aggressive bidders. Etc. Every time I play this it seems that I perceive a new depth of strategy that was invisible to me before.This is one of Reinier Knizia's earlier games, dating from 1992. I've only been playing this for two months however. It consists of not much more than a deck of cards and some poker chips. There is an appealing simplicity to Modern Art. My son who is not all that crazy about games (compared to me anyway) loves this game, because it does NOT have pages and pages of fiddly rules. It is very direct.Modern Art also encourages role-playing. My other son likes to announce his auctions in a hilarious German accent when he plays the Berlin collector. Ultra-snobby New York auctions are common, as are the auctions from Paris.Considering the price of this delightful game, about twenty bucks, and the many evenings of out and out laughter and competition it provides, it has to be the best bargain in boardgames out there.",toys games,games,card games
B00000GBQK,Alien Hotshots,A17ZJI8FGVZE30,0/0,5.0,1317081600,"I picked this up at a church rummage sale for less than a buck. But Amazon has it listed for $50.00!!! Its another awesome card game by Gamewright, but no one will purchase it at that price!!! My 4 yr old and 6 yr old have absolutely no problems playing this game- which I'm really happy about because of the odd/ even #'s involved. I didn't think my 4 yr old could remember which is which, plus all the rules, but he does. Like others have already stated",toys games,games,card games
B00095W50Y,Ultra Pro Clear Deck Protectors (100/bx.),A1W7KR192BWKL1,0/4,4.0,1187740800,"I really don't know a lot about card protectors or trading card games, but the protectors came promptly. And they look very nice. My sons seem to use them.",toys games,games,card games
B000BXJSX6,Fundex Euchre For Dummies Card Game,A31AWCJNRFR0P9,3/5,5.0,1293840000,"Great book for ""dummies"", a quick read that allows new players the confidence and skill to immediately play and win! Euchre for Dummies can even be of benefit to the experienced Euchre player.",toys games,games,card games
B0000205XH,UNO Attack!,A3N2XCOQ86ZDH2,5/6,5.0,1011484800,i think uno attack is a awesome game and we play it every weekend with our family but it really stinks that you cant buy replacement cards to go into the machine.we have played the game so much that the cards are worn out and we cant find replacement cards anywhere.so if you read this letter please start selling the replacement cards so we can continue enjoying our weekends playing uno attack.,toys games,games,card games
B000P0YOQ6,Family Time Fun Dinner Games and Activities,A3EARJF2G2ZDC7,11/13,5.0,1197244800,"We just got this game and are having a blast with it. It doesn't interfere with our conversation, it ends up giving us even more to talk about and lots of laughs!",toys games,games,card games
B00000IWBY,Racko Card Game - 50th Anniversary,A1IB6A3XQ5B23A,0/1,5.0,1203724800,We just have one problem with the cards. They're too hard to shuffle with out binding the cards. If you can make them out of flex able plastic and they will last for veer. O most for veer. For a long long time.,toys games,games,card games
B000ARTT7S,Guillotine,AGZA4MX5ZB0YC,0/1,4.0,1282521600,"Guillotine is a 2-5 player card game designed by Paul Peterson and published by numerous gaming companies, including Hasbro. For those of you who do not know, a guillotine was a device used to execute people by decapitation.At first I looked at this game and was shocked that it's premise is about chopping off various noble's heads for points. Gory, right? And how about inappropriate? Maybe a little. But it was already purchased and brought home, so I gave it a chance as I do with all games. The game's premise is comedic, and not actually meant to offend anyone. It is for ages 12 and up due to its theme, although I think a mature enough 9-year old could play...For the rest of this review, please visit Stuffed Ashes",toys games,games,card games
B000OX8AG4,"Ware Manufacturing Canvas 8-Panel Clean Living Small Pet Playpen Cage, Large, White",AKJ7OTLAG4OB5,2/3,5.0,1301097600,"I have 2 chinchillas and they always want to play. We bought this along with a cover & base. It was one of the best purchases we've ever made. This playpen's door lines up perfectly with the door to their cage so we keep the two connected at all times. Because of this combination, they always have room to run around and we didn't spend nearly as much as a huge cage would cost. There are small hooks included that you can use to hold the gate up and connect the pen to your cage like we do. This ensures that they don't get out between the cage and the playpen.If you do what I do, I highly recommend getting the cover attachment for the top and bottom so they can't jump out and their feces don't get everywhere. We just put the chinchillas back in their cage when we have to clean up and it's done in no time. They love it as much as we do!",pet supplies,bunny rabbit central,carriers
B000OX8AG4,"Ware Manufacturing Canvas 8-Panel Clean Living Small Pet Playpen Cage, Large, White",A2C8YU8WUHCP2W,0/6,3.0,1330819200,still have not gotten it due to the UPS driver i stuck a note to take it to the rental office because i got called into work they didnt then took it to the office on the last day to get it due to they was going to be closed all weekend. so if you can spend more money dont send or recieve nothin through UPS very very slow but i sure ill like it,pet supplies,bunny rabbit central,carriers
B000OX874E,Pet Bedding,A13TMB5J51R5O6,1/1,5.0,1265846400,My Daughter and our bunny really enjoyed the color. It appeared to be very absorbant. We will diffinitely purchase again,pet supplies,bunny rabbit central,carriers
B000OX8AG4,"Ware Manufacturing Canvas 8-Panel Clean Living Small Pet Playpen Cage, Large, White",A1LG9FA3RNQPSL,7/7,4.0,1301875200,"this playpen is way to give your animal some play space outside the cage. i've got two attached to one another so that my rabbit has room to run and get her freak on. the pen is fairly sturdy. the rabbit chews on it and flings herself against the side of it, and it remains standing. i've attached the pen directly to her cage, which is also made by ware, so it fits well. while would never trust the security of this attachment without the separate carabiner clips i bought at the hardware store, it is very secure now that i've added them. it's pretty easy to remove panels from the pen if you want to customize your configuration.the door of the pen seems odd, but since i don't use, it's not an issue for me.",pet supplies,bunny rabbit central,carriers
B0002DIS36,"Sherpa Original Deluxe Cat and Dog Carrier, Small, Olive and Brown",A12AVR3WJ4TS9R,0/0,2.0,1321056000,I would give it a 4 star except i bought it for my ferret and the lining got clawed and pulled out.so i wish sherpa would make one with the car safety parts in it and make one that is Ferret friendly. I finally had to stop using it.,pet supplies,cats,carriers strollers
B0002DIS1I,Sherpa Original Deluxe Pet Carrier,A3TF23ZM5E1F3A,5/5,5.0,1254009600,This newer Sherpa bag is sturdy and perfect for both my cats and small dogs. I'm very happy with my purchase.,pet supplies,cats,carriers strollers
B000EW4BUY,Happy Trails Pet Stroller,A2L0AP2D6INRZU,2/4,4.0,1307491200,This item is a nice size( not to big or small) and is pretty durable. My pets love it and anyone who buys it won't be dispointed.,pet supplies,cats,carriers strollers
B0007ST8UI,Pet Duffle Bag,AT27V40Y27ZDK,4/4,4.0,1260057600,This bag is lightweight and easy to fold. Most of all the mesh windows are placed perfectly for the animal to be able to breath and look out of the bag.The only downside is durability. I left the bag out for my cats to get accustomed to and they made plenty of scratch and bite marks on it. I suggest hiding it and using it only when you are going to transport your animals.,pet supplies,cats,carriers strollers
B000QFRT1M,"Solvit 62303 Track?r Bicycle Pet Trailer, Medium",A3NRIU0EHCRJOG,1/1,5.0,1220140800,wonderful product and a snap to set up. folds down to almost nothing. my psychotic terrier absolutely loved this thing from the very first trip. i pulled it 30mi the other day with my mountain bike. great workout and a real conversation starter.,pet supplies,cats,carriers strollers
B000QFON3O,"Solvit 62341 HoundAbout Bicycle Pet Trailer, Large",ASU29UU25ONVQ,2/6,3.0,1222560000,"Cushion wasn't as soft as I expected. If you expose a puppy to the trailer it would be fine, but my dog was digging his way out.",pet supplies,cats,carriers strollers
B000CQG46G,Outward Hound Backpack Pet Carrier,A1VGYHMAWGK2NZ,0/0,5.0,1331856000,Just received my outward bound backpack. It came in black even though it showed blue when I ordered. The bag is a nice size and of good quality too. Pick up my new Maltese puppy next wk. I'll add another review then.,pet supplies,cats,carriers strollers
B000K1WS8Q,Teafco Argo Airline Approved Aero-Pet Carrier,AWUQKCJT6RB9H,0/4,5.0,1314403200,the bag is as decrebed .. my cat(2kg-5 monthes)fit in and sleep perfectly but agin i didnt trval with it until now ... the saids thet the pet can see throu them is good and no body well see wat insed the carrier i like it in some ways but in the other hande its nobody well see incloding u so u need to open the zip every time to see how is he doing there .. no leach inside the carrier a leash holder i mean ... small flues dont caount .. i like it but i need to use it to make sure of that ..over all the item was new and i resev it free in 4 dayes thaer was no problim in that ...,pet supplies,cats,carriers strollers
B00063KG64,Petmate Vari Kennel Ultra Fashion,A24JPOR73KAHSI,42/44,5.0,1241740800,"I ordered the Petmate Vari Kennel Deluxe fashion medium in blue/clay ($45.99) directly from Revival Animal Health and I'm thrilled with the product, service, and price. It came within 2 days of ordering via Fed-ex and their customer service is nice.The kennel is study and made of heavy duty plastic. I like the wing nut fastners and sturdy, easy latch door. The color is a nice blue and it's not ugly or horribly plain like most kennels. My only complaint is the plastic handle on top of the carrier seems flimsy and I don't know how long it will last. The metal grate side vents are a little loose and slide back and forth (not a big problem). This should fit my adult Bichon Frise nicely with room to spare.I also bought the 24""x18"" Midwest fleece pad from Revival($10.49)and it fits the bottom of this kennel perfectly.P.S. Shipping was cheaper with Revival directly ($8.99) than through Amazon and much faster (Fed-ex home).Update",pet supplies,cats,carriers strollers
B0001F30CE,JLA Wheel Away,A1VRKURZ288A2,12/12,5.0,1141689600,"I Love it, the dog loves it and total strangers love it. I have used the pet carrier all four ways. As a car seat just slip the seat belt through the straps in the back and it stays in place. My puppy also loves to sleep in it - she feels safe and secure in there. My puppy is a little frightened when I wheel it, but that will take time getting used to I guess. As a back pack it's comfortable for both of us - Except my puppy got sick in it - not sure if it was from the excitement of travelling or from the motion. Anyway it comes in handy and we plan to do lots of travelling with it. We haven't travelled by air yet but the description says it should meet airline requirements as a carry-on.",pet supplies,cats,carriers strollers
B000QFON3O,"Solvit 62341 HoundAbout Bicycle Pet Trailer, Large",A1IXDCULGGDEUP,40/40,5.0,1205107200,"this is a great cart... very well made. strong durable construction... very large. holds my 92 lb ""Bear"" and my 120 lb girlfriend... mounts to bike very easily and pulls very smoothly... nice to have the extra pockets to put leash and dogbowl... in an effort to ""go green"" we ride our bikes to the grocery store and use this cart to haul the groceries back with us. works amazing for this too... one thing everyone should take into play when purchasing any cart would be your dog. consider if your dog will actually go into this thing. this particular cart is very sturdy but a dog that won't enter a kennell cage won't ever consider a cart ride.overall very nice product. would buy again.",pet supplies,cats,carriers strollers
B000633ZOY,"Sherpa 11721 Delta Pet Carrier, Medium, Black",A1N999V977GBR7,0/0,5.0,1254441600,"After looking at many ""fashion"" carriers at pet stores, I opted for the 'Delta airlines approved', understated black sherpa bag.It has several vents for air and for your pet to see, has a cushioned mat, and is well constructed.It also works well for traveling in a car. It is small enough to fit on the seat, yet large enough for my dog to stand and move around.Highly reccommend.",pet supplies,cats,carriers strollers
B000QFRT1M,"Solvit 62303 Track?r Bicycle Pet Trailer, Medium",A1PAF11QEJH3HA,21/22,5.0,1213920000,"I absolutely love this product. Now I can ride my bike without leaving my Shih Tzu at home. He jumped right in before I had the chance to tempt him with a treat. I think it's best to start any dog out with a few short runs to get them used to the movement and confinement etc. The first time he protested because he wanted to get out and run with us instead of riding, but he soon got the idea. I have found it helpful to walk him first so he gets his activity out of the way before I put him in. Now I ride around the neighborhood at night when it is cooler and he is fine with it. It seems to be well made and sturdy but still easy to mount on the bike. I recently purchased another bike attachment so when my husband is with me, he can pull him though it isn't difficult at all and I am in my fifties and had leg surgery less than a year ago.I would definitely recommend to a friend.",pet supplies,cats,carriers strollers
B00068K786,"Ethical Large Carryall Pet Bag, Blue",A29IMHFHRSNGDI,3/4,1.0,1248998400,"This product looks nice, but it was not designed to be very functional. The top of the carrier does not zip completely closed. To close the top you zip both sides and then there is a button to close the other end (your zip the long sides, and button the loose short side). There is an 6 inch section of the top which is closed with a single button. This allows the pet to reach out of the top on either side of the button. once their paw is out they can just push the zipper down and open the top. Luckily my cat has only escaped indoors. I even tried to tie it closed but they still get out. the only thing you can do with this carrier is sew the top closed and only use the side door.DO NOT LEAVE YOUR PET UNATTENDED IN THIS CARRIER.",pet supplies,cats,carriers strollers
B0002AQWZ0,Aran 3 Double-Door Pet Carrier,A2112AD5YCHI1Y,7/7,4.0,1235088000,its a must if you have 2 full size cats.. especially that it has top opening for my scaredy cats I bought the wheels too... very smart idea ...could have use instructions though it took a bit of time to figure out how those side pieces snapped on.,pet supplies,cats,carriers strollers
B00065QU08,Sherpa The Ultimate Pet Carrier,APYXCVF6XQREF,4/5,5.0,1304380800,Great bag all around. Fit's two puppys perfect and is sturdy enough to take all their rolling around and chewing. My other bags collapsed. This one is holding it's own.,pet supplies,cats,carriers strollers
B000633ZOY,"Sherpa 11721 Delta Pet Carrier, Medium, Black",A305MRO5UZ6HYR,79/81,3.0,1164585600,I recently used two of these bags to transport cats cross country on JetBlue. No one batted an eye at the size of the bag and most didn't even notice we had animals with us. They fit under the seat with only a little squeezing in the height dimension. They were plenty sturdy in most respects but one of the cats scratched through the mesh used for the windows. The cat could easily have increased the size of the hole and caused problems so I ended up having to lean over and pet her frequently to keep her agitated digging at the bag to a minimum. Overall the bags worked for us but I was disappointed in how easily the cats were able to damage them. Maybe they work better with dogs or people with a loooooong time to train the cats to get used to the bags. We didn't have zipper problems but our vet suggested using paper clips to clip the zipper pulls together so the cats couldn't work their way out.,pet supplies,cats,carriers strollers
B000BANHIG,Pet Gear Happy Trails Stroller,A1MTF6EL24VUP8,7/7,4.0,1168300800,"I was very pleased with how quickly I received the stroller. It was package well. It took a couple of minutes to assemble and it was ready to go. Plus it was affordable, very sturdy, easy to manuver, and get down stair. It is such a blessing to have one of these. My Westie is a bit overwieght (28lbs) and he loves it. He has room to stretch out, sit up. I can see him at all times because of the mesh veiwer. I can take him on the train, in stores, where ever I want, because he's secured and enclosed. I get alot of compliments and some strange looks because it looks just like a baby stroller, even better than some of them I was told. ****The only thing I would say bad about it is that the mesh cover has a toxic smell to it....BUT once I took it outside a couple of times it did air out, and the smell is gone. ****Also to make it more comfortable I did place a cusion lining inside. Otherwise I thought it was great, I highly recommend it for anyone who wants to travel with pets, have older pets, don't own a car and would like an easier way to take your pet to vet visits, parks, or where ever.",pet supplies,cats,carriers strollers
B000FLETX8,"Sherpa Original Deluxe Pet Carrier, Medium, Black",AQALFROQGPYXZ,1/1,5.0,1319328000,"I was flying with my 14 year old cat for the first time. I couldn't get him to take a sedative and anticipated a dreadful experience for both of us. It actually went very well and I credit this carrier. For one thing, I was able to load my cat from the top which was infinitely easier and less stressful. The cushy pad was velcroed down so my cat was comfortable and didn't slide around. He could see out through the mesh sides and I was able to pet him by unzipping the top zipper slightly and reaching in. My cat is 13 lbs and I thought this carrier was a good size for him. It also fit under the seat in front of me on the plane (I don't think the large one would have). I wish I would have bought this carrier years ago!",pet supplies,cats,carriers strollers
B000O3MAJM,Pet Gear Travel System Pet Stroller for Cats and Dogs up to 15-pounds,A1T8E10Q8B99U1,10/11,5.0,1202428800,This is the best pet stoller that I found. Purchased one at a local store and was just not working well. This is easier to fold down that a baby stoller. The carrier detaches to allow you to use the shoulder strap or attach it to the car seatbelt. It is a much better quality than any seen and I have referred several other pet owners to this site.Would recommend this product!!,pet supplies,cats,carriers strollers
